Region,Month,Year,Fixed Assets Rate,Women Occupation Rate,Men Occupation Rate,Operating Sale Revenue Rate,Participation Rate,Travel Attraction Rate,Travel Generation Rate,Housing Price per meter,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),precipitation_sum (mm),snowfall_sum (cm),wind_speed_10m_max (km/h)
3,October,2017,2.43,19.17,86.78,6062,0.132,0.808,0.077,4711600,22.10322581,11.72580645,17.17419355,0.522580645,0.0001,15.44516129
3,November,2017,2.52,18.43,82.4,6186,0.15,0.924,0.088,4856850,15.38333333,5.97,10.94666667,0.15,0.0001,13.34333333
3,December,2017,2.59,19.3,80.59,6282,0.134,0.884,0.084,5096550,10.52903226,1.861290323,6.196774194,0.383870968,0.040645161,10.70322581
3,January,2018,2.57,22.27,69.59,5805,0.1,0.707,0.068,5119650,7.590322581,-1.051612903,3.238709677,1.135483871,0.623225806,12.70322581
3,February,2018,2.44,17.81,70.4,6273,0.141,0.802,0.078,5326800,8.732142857,1.05,4.775,2.696428571,0.0575,12.04642857
3,March,2018,2.59,15.87,82.81,5620,0.174,0.896,0.087,5666400,19.18387097,7.129032258,13.09032258,0.316129032,0.0001,18.50322581
3,April,2018,2.56,13.89,75.3,5259,0.169,0.77,0.074,5420550,17.96333333,9.18,13.63666667,2.036666667,0.0001,14.44666667
3,May,2018,2.57,17.88,79.03,4922,0.138,0.772,0.075,6067950,23.10322581,12.81290323,18.19032258,1.451612903,0.0001,15.09354839
3,June,2018,2.38,23.72,85.75,5793,0.142,0.742,0.072,6654450,31.80333333,19.99333333,26.36333333,0.236666667,0.0001,16.79666667
3,July,2018,2.52,24.46,85.9,5556,0.157,0.833,0.081,7057250,36.58064516,25.13225806,31.58064516,0.0001,0.0001,15.97741935
3,August,2018,2.42,25.19,79.96,5481,0.136,0.753,0.073,7603250,34.65483871,23.74516129,29.78064516,0.0001,0.0001,14.77419355
3,September,2018,2.44,16.92,67.58,5722,0.169,0.872,0.084,8401400,29.70333333,18.72333333,24.79333333,0.013333333,0.0001,14.40666667
3,October,2018,2.41,24.04,85.16,5980,0.176,0.837,0.081,8715950,20.6516129,11.76129032,16.42580645,1.2,0.0001,13.66451613
3,November,2018,2.43,22.92,81.15,5109,0.149,0.864,0.084,9481700,11.62666667,5.53,8.683333333,2.976666667,0.0001,10.53
3,December,2018,2.45,26.23,86.21,5608,0.13,0.87,0.084,9606650,9.506451613,1.387096774,5.167741935,1.622580645,0.14,11.7516129
3,January,2019,1.64,23.69,86.53,4705,0.079,0.687,0.066,9999700,6.512903226,-1.532258065,2.338709677,3.15483871,0.555483871,12.27096774
3,February,2019,1.59,17.45,74.19,5593,0.082,0.809,0.078,9890550,7.517857143,-1.089285714,3.053571429,1.232142857,0.2425,13.06071429
3,March,2019,1.68,16.31,68.03,4816,0.102,0.873,0.084,10769650,10.8516129,1.677419355,6.061290323,3.093548387,0.117419355,14.35806452
3,April,2019,1.62,16.58,77.46,4372,0.104,0.794,0.077,11482750,16.02333333,5.88,10.98333333,3,0.004666667,15.79
3,May,2019,1.74,24.55,84.07,4814,0.107,0.8,0.077,13148700,26.2516129,13.79677419,20.33225806,0.361290323,0.0001,16.13225806
3,June,2019,1.66,20.79,82.63,5224,0.107,0.769,0.074,13665800,32.80666667,21.13,27.76333333,0.02,0.0001,15.26666667
3,July,2019,1.63,23.63,73.66,4988,0.092,0.814,0.079,13050700,36.23225806,25.35483871,31.41612903,0.0001,0.0001,16.76129032
3,August,2019,1.57,22.84,82.39,5335,0.108,0.701,0.068,13166050,33.70967742,23.1516129,29.15483871,0.0001,0.0001,14.07741935
3,September,2019,1.66,20.45,70.85,5005,0.084,0.851,0.082,12467250,29.95333333,18.84333333,24.96666667,0.0001,0.0001,15.85333333
3,October,2019,1.68,24.6,80.4,5099,0.111,0.82,0.079,12592000,21.64193548,12.75806452,17.49677419,1.683870968,0.0001,12.64193548
3,November,2019,1.72,19.11,77.67,4959,0.116,0.848,0.082,12704800,10.17,3.263333333,6.873333333,1.41,0.592666667,9.813333333
3,December,2019,1.63,20.01,92.14,4995,0.101,0.844,0.082,13564000,8.874193548,1.24516129,4.851612903,1.258064516,0.106129032,10.83870968
3,January,2020,1.78,23.78,80.68,8863,0.079,0.794,0.065,13813900,4.496774194,-2.551612903,0.580645161,1.109677419,0.738387097,11.82903226
3,February,2020,1.77,21.82,69.87,9939,0.085,0.866,0.071,14362050,8.403448276,-0.017241379,4.144827586,4.186206897,0.234137931,13.26896552
3,March,2020,1.84,19.28,82.89,7653,0.097,0.997,0.082,15312450,13.61612903,4.235483871,8.729032258,1.964516129,0.040645161,14.67096774
3,April,2020,1.79,14.7,79.49,8419,0.098,0.845,0.069,16262850,16.05,7.153333333,11.65333333,3.99,0.009333333,14.19333333
3,May,2020,1.8,22.5,82.27,8852,0.101,0.858,0.07,17262900,26.17741935,14.55806452,20.82580645,0.812903226,0.0001,17.24193548
3,June,2020,1.83,22.69,75.96,8521,0.128,0.839,0.069,19460500,32.44666667,20.61666667,27.32333333,0.0001,0.0001,18.24
3,July,2020,1.82,26.44,88.25,8280,0.115,0.897,0.073,20624250,33.5516129,23.29354839,29.04193548,0.038709677,0.0001,14.51612903
3,August,2020,1.79,17.69,86.73,8251,0.111,0.821,0.067,23332750,32.20322581,21.76451613,27.63548387,0.051612903,0.0001,15.13548387
3,September,2020,1.89,17.84,83.03,8578,0.1,0.979,0.08,24674000,27.97333333,17.32,23.44333333,0.143333333,0.0001,13.02
3,October,2020,1.78,17.49,65.4,9373,0.087,0.92,0.075,26659850,20.48387097,10.12903226,15.77419355,0.603225806,0.0001,11.30322581
3,November,2020,1.92,21.56,65.35,8004,0.104,0.979,0.08,27301950,12.37,6.063333333,9.293333333,3.823333333,0.053666667,9.706666667
3,December,2020,1.83,22.92,91.31,8670,0.084,0.952,0.078,26881150,5.932258065,-0.364516129,2.787096774,1.158064516,0.14,9.048387097
3,January,2021,1.82,22.67,91.04,12177,0.104,0.798,0.066,26808850,7.019354839,-0.322580645,3.425806452,0.567741935,0.149032258,9.832258065
3,February,2021,1.72,15.68,75.14,13217,0.086,0.859,0.072,29580700,11.01071429,1.107142857,5.792857143,1.682142857,0.005,13.3
3,March,2021,1.93,19.96,79.16,10146,0.11,0.982,0.082,29796200,14.45483871,3.716129032,9.106451613,1.970967742,0.28,16.40322581
3,April,2021,1.9,20.02,68.34,10853,0.105,0.821,0.068,28545750,24.06666667,11.78666667,18.11333333,0.133333333,0.0001,16.56333333
3,May,2021,1.78,21.09,75.72,10989,0.097,0.843,0.07,27886800,27.14193548,15.95483871,21.88387097,0.483870968,0.0001,16.46129032
3,June,2021,1.77,19.25,81.82,10545,0.103,0.803,0.067,28799950,34.14666667,21.7,28.84333333,0.0001,0.0001,15.29
3,July,2021,1.88,24.91,89.13,12588,0.112,0.923,0.077,29270400,35.09032258,24.56129032,30.51290323,0.0001,0.0001,15.13548387
3,August,2021,1.88,20.58,74.68,12593,0.086,0.813,0.068,30664350,33.05806452,22.38064516,28.39677419,0.0001,0.0001,15.01935484
3,September,2021,1.8,24.18,80.57,12669,0.104,0.973,0.081,31007600,30.97,19.78,25.82333333,0.0001,0.0001,13.87333333
3,October,2021,1.82,23.41,68,10994,0.096,0.928,0.077,30868300,20.67419355,11.58709677,16.5,0.512903226,0.0001,12.87741935
3,November,2021,1.77,17.37,80.33,12382,0.115,0.989,0.082,31997550,11.93,4.51,8.356666667,1.196666667,0.058333333,10.48333333
3,December,2021,1.78,18.58,88.38,13311,0.07,0.949,0.079,31692000,8.74516129,0.612903226,4.729032258,3.080645161,0.614193548,11.6
3,January,2022,2.13,18.77,73.62,29991,0.091,0.807,0.066,32216350,5.864516129,-2.232258065,1.667741935,1.703225806,0.648064516,13
3,February,2022,2.15,24.05,78.43,29156,0.102,0.912,0.074,32460950,9.257142857,0.275,4.657142857,1.714285714,0.1325,13.48571429
3,March,2022,2.25,16.3,73,25309,0.13,0.988,0.08,35009800,13.1,3.296774194,8.125806452,3.280645161,0.022580645,16.42258065
3,April,2022,2.36,12.99,80.36,29281,0.11,0.86,0.07,35269350,23.47666667,10.83,17.16333333,0.706666667,0.0001,18.51666667
3,May,2022,2.37,25.15,82.46,30132,0.137,0.906,0.074,37272700,25.09354839,13.06774194,19.58387097,0.248387097,0.0001,19.58387097
3,June,2022,2.24,21.27,81.71,28968,0.111,0.82,0.067,39694300,33.73666667,21.12333333,28.27333333,0.0001,0.0001,19.22666667
3,July,2022,2.24,23.41,80.55,26656,0.113,0.929,0.075,41247850,34.69677419,23.71290323,29.66451613,0.103225806,0.0001,15.80322581
3,August,2022,2.17,20.06,82.16,27832,0.094,0.813,0.066,43254900,32.27096774,21.66129032,27.80322581,0.003225806,0.0001,13.80967742
3,September,2022,2.11,16.35,86.96,28984,0.138,0.948,0.077,42572200,31.04333333,19.06,25.7,0.003333333,0.0001,14.31666667
3,October,2022,2.12,24.1,85.06,29447,0.115,0.94,0.076,43769800,24.19677419,13.75483871,19.33548387,0.180645161,0.0001,14.49354839
3,November,2022,2.15,23.75,73.12,27894,0.101,0.964,0.078,48179450,14.57,5.526666667,10.25333333,0.433333333,0.004666667,12.60666667
3,December,2022,2.11,21.84,82.09,28697,0.081,0.952,0.077,48721700,7.022580645,-0.412903226,3.090322581,1.667741935,0.496774194,11.47096774
4,January,2016,8.37,34.84,69.54,5506,0.193,1.719,0.119,2327389,3.612903226,-5.870967742,-1.235483871,1.916129032,0.779032258,8.906451613
4,February,2016,8.31,27.87,78.31,5848,0.284,1.97,0.136,2403062,7.496551724,-3.137931034,1.975862069,0.744827586,0.282413793,9.444827586
4,March,2016,8.56,22.82,72.13,5017,0.277,2.147,0.149,2518659,12.24193548,1.629032258,7.209677419,2.438709677,0.223548387,9.306451613
4,April,2016,9.31,23.19,63.34,5320,0.324,1.922,0.133,2532524,16.81333333,6.06,11.87333333,1.263333333,0.072333333,9.876666667
4,May,2016,8.59,24.46,67.44,5750,0.302,1.932,0.134,2721027,25.3516129,13.30322581,19.93225806,0.361290323,0.0001,13.7516129
4,June,2016,8.46,32.41,76.65,5946,0.315,1.792,0.124,2919461,29.66666667,17.57333333,24.4,0.063333333,0.0001,14.16666667
4,July,2016,8.38,21.61,82.05,5372,0.227,1.969,0.136,3079495,32.52258065,22.88064516,28.11935484,0.074193548,0.0001,13.70967742
4,August,2016,8.3,31.3,72.62,5721,0.317,1.721,0.119,3191400,30.81612903,19.6483871,25.84193548,0.003225806,0.0001,11.23548387
4,September,2016,9.09,21.76,66.16,5795,0.324,2.063,0.143,3302283,27.43666667,17.7,22.82333333,0.103333333,0.0001,11.99333333
4,October,2016,9.15,23.63,86.68,5155,0.316,1.99,0.138,3410693,19.60322581,10.82903226,15.30322581,0.074193548,0.002258065,10.42580645
4,November,2016,8.48,25.51,70.04,5749,0.282,2.128,0.147,3527528,10.28,2.086666667,6.123333333,0.583333333,0.102666667,7.643333333
4,December,2016,9.04,24.84,80.77,6020,0.2,2.055,0.142,3633550,5.396774194,-4.25483871,0.761290323,3.038709677,0.873870968,8.519354839
4,January,2017,7.52,23,86.74,6171,0.224,1.745,0.12,3710374,4.451612903,-4.129032258,-0.106451613,1.516129032,0.896451613,10.69677419
4,February,2017,7.67,29.11,71.89,5434,0.282,1.87,0.128,3831014,2.407142857,-5.671428571,-1.685714286,2.157142857,1.225,10.81785714
4,March,2017,7.69,24.3,72.28,4884,0.26,2.207,0.151,4015300,10.35806452,0.816129032,5.351612903,3.148387097,0.097096774,12.12903226
4,April,2017,7.85,21.07,66.99,4922,0.354,1.832,0.125,4037405,17.63666667,6.693333333,12.23666667,2.923333333,0.009333333,13.94
4,May,2017,7.92,26.79,66.92,5585,0.286,1.832,0.126,4337920,25.75483871,12.17096774,19.56129032,0.906451613,0.0001,17.15806452
4,June,2017,7.68,27.27,68.94,5320,0.332,1.804,0.124,4654269,31.23333333,18.05333333,25.39666667,0.03,0.0001,17.18666667
4,July,2017,8.26,34.16,68.79,5841,0.367,1.949,0.133,4909397,32.57096774,20.88064516,27.17096774,0.148387097,0.0001,14.92580645
4,August,2017,8.1,31.4,86,5041,0.376,1.795,0.123,5087799,31.34193548,20.05806452,26.18064516,0.006451613,0.0001,14.4
4,September,2017,7.83,32.59,69.68,5320,0.349,2.182,0.149,5264571,28.03,17.15666667,23.01666667,0.03,0.0001,13.96666667
4,October,2017,8.14,23.9,79.77,5870,0.282,2.042,0.14,5437400,20.56451613,10.0483871,15.5516129,0.64516129,0.0001,14.05483871
4,November,2017,7.71,24.9,73.52,5138,0.332,2.184,0.15,5647600,13.80333333,4.52,9.19,0.353333333,0.004666667,11.52
4,December,2017,7.61,23.82,66.14,5612,0.284,2.064,0.141,5978700,9.090322581,0.629032258,4.806451613,0.532258065,0.124193548,9.577419355
4,January,2018,7.87,28.32,82.81,6938,0.277,1.784,0.122,6310800,6.003225806,-2.829032258,1.406451613,1.438709677,0.830967742,11.1516129
4,February,2018,7.43,32.11,72.28,6824,0.241,1.88,0.129,6777300,6.65,-0.682142857,2.967857143,2.542857143,0.1925,10.48928571
4,March,2018,8.3,25.05,74.08,6169,0.267,2.274,0.155,7005400,17.25806452,4.593548387,10.79032258,0.541935484,0.0001,16.4
4,April,2018,7.83,26.02,71.04,6316,0.293,1.804,0.123,7154700,16.31666667,7.063333333,11.75333333,2.96,0.002333333,12.59666667
4,May,2018,8.2,24.58,64.01,6380,0.311,1.826,0.125,7708100,21.2516129,10.38709677,15.96774194,2.106451613,0.0001,13.42903226
4,June,2018,7.64,27.44,67.56,6504,0.341,1.792,0.123,8336400,30.05,17.36666667,24.18,0.396666667,0.0001,15.41333333
4,July,2018,7.65,25.38,85.71,6651,0.388,1.899,0.13,8886500,35.13870968,22.76451613,29.6,0.0001,0.0001,16.1
4,August,2018,7.39,28.42,71.82,7588,0.308,1.797,0.123,9568500,33.16774194,21.57096774,27.90645161,0.0001,0.0001,14.72258065
4,September,2018,7.63,36.15,75.53,7480,0.293,2.169,0.148,10295500,28.30333333,17.03666667,23.13333333,0.063333333,0.0001,14.32
4,October,2018,7.97,23.69,64.81,7826,0.278,1.931,0.132,11126600,19.12580645,10.23548387,14.72258065,1.509677419,0.0001,12.70322581
4,November,2018,7.78,27.52,67.82,7300,0.313,2.187,0.15,11533900,10.36,4.183333333,7.336666667,3.166666667,0.007,9.21
4,December,2018,7.91,25.77,72.06,6896,0.292,2.053,0.14,11926000,8.119354839,-0.312903226,3.483870968,1.609677419,0.187419355,10.07419355
4,January,2019,7.44,22.28,77.01,9428,0.144,1.74,0.12,12200200,3.612903226,-4.783870968,-0.325806452,3.948387097,1.133548387,11.06129032
4,February,2019,7.44,23.52,69.02,9518,0.111,1.923,0.132,12594500,5.557142857,-3.457142857,1.046428571,1.821428571,0.765,10.275
4,March,2019,7.59,17.72,70.1,8931,0.148,2.159,0.149,13395700,8.95483871,-0.203225806,4.064516129,3.593548387,0.512580645,12.01935484
4,April,2019,7.41,25.05,70,9177,0.152,1.831,0.126,14127300,14.35666667,4.2,9.32,3.27,0.011666667,13.23666667
4,May,2019,7.86,30.74,64.25,9092,0.165,1.872,0.129,15881200,24.2516129,11.1516129,17.84516129,0.509677419,0.0001,14.42580645
4,June,2019,7.52,34.25,65.42,8772,0.154,1.825,0.126,16827900,31.31666667,18.52333333,25.63666667,0.056666667,0.0001,14.80666667
4,July,2019,7.55,26.22,64.63,8821,0.126,1.953,0.134,16405300,34.86774194,23.05806452,29.5483871,0.0001,0.0001,17.1
4,August,2019,7.32,29.02,84.62,9596,0.131,1.782,0.123,16314100,32.40322581,21.38064516,27.42580645,0.006451613,0.0001,14.30967742
4,September,2019,7.53,28.25,71.7,9740,0.154,2.081,0.143,15673000,28.59333333,16.80666667,23.21666667,0.003333333,0.0001,15.99666667
4,October,2019,7.75,34.69,67.4,9293,0.129,1.964,0.135,14659500,20.31612903,11.33870968,16.03870968,1.767741935,0.0001,11.70645161
4,November,2019,7.64,32.02,74,8640,0.128,2.141,0.147,14891400,8.54,1.413333333,5.116666667,1.396666667,0.714,9.01
4,December,2019,7.54,35.09,82.97,9681,0.143,1.992,0.137,15950500,7.432258065,-0.5,3.070967742,1.65483871,0.320645161,9.774193548
4,January,2020,7.09,32.4,69.85,11969,0.133,1.488,0.095,16515300,1.770967742,-7.190322581,-2.732258065,1.180645161,0.824193548,9.858064516
4,February,2020,7.28,31.52,76.99,10252,0.119,1.662,0.106,17677300,5.820689655,-2.151724138,1.934482759,4.596551724,0.422413793,11.4
4,March,2020,7.37,19.38,61.28,9804,0.119,1.857,0.118,18280250,11.91290323,2.3,6.983870968,2.280645161,0.162580645,12.40645161
4,April,2020,7.41,22.62,63.03,10215,0.121,1.575,0.1,18883200,14.65,5.406666667,9.973333333,4.883333333,0.032666667,12.73333333
4,May,2020,7.82,29.66,73.16,9635,0.117,1.659,0.105,21354600,24.28387097,11.66129032,18.39032258,1.158064516,0.0001,15.4483871
4,June,2020,7.2,36.32,74.2,9542,0.131,1.56,0.099,23781200,30.87666667,18.10333333,25.29333333,0.0001,0.0001,16.72666667
4,July,2020,7.58,28.22,65.01,9624,0.135,1.686,0.107,26336200,32.1516129,20.66774194,27.03870968,0.158064516,0.0001,14.18709677
4,August,2020,7.52,28.3,64.95,10654,0.131,1.525,0.097,28853000,30.87419355,20.10645161,26.01290323,0.074193548,0.0001,15.40967742
4,September,2020,7.57,37.34,81.5,10143,0.168,1.842,0.117,30151300,26.60333333,15.79666667,21.61333333,0.136666667,0.0001,13.04
4,October,2020,7.49,34.36,67.57,10159,0.168,1.721,0.109,34166600,18.99677419,9.15483871,14.32580645,1.083870968,0.0001,10.00645161
4,November,2020,7.25,23.65,69.33,10718,0.128,1.864,0.118,35566300,11.1,4.48,7.89,3.586666667,0.149333333,9.013333333
4,December,2020,7.11,23.49,85.84,11005,0.099,1.71,0.109,34312000,4.751612903,-2.116129032,1.241935484,1.241935484,0.340967742,8.151612903
4,January,2021,6.93,38.5,70.12,15784,0.129,1.496,0.096,33952600,5.880645161,-2.132258065,1.996774194,0.693548387,0.237096774,8.861290323
4,February,2021,7.06,30.22,68,14989,0.136,1.616,0.104,35747200,9.582142857,-0.282142857,4.357142857,1.835714286,0.0125,11.11071429
4,March,2021,7.49,22.3,62.85,14883,0.18,1.824,0.117,36604200,12.52258065,1.851612903,7.064516129,2.448387097,0.399677419,14.60967742
4,April,2021,7.24,26.98,73.16,14660,0.189,1.554,0.1,36260100,22.25333333,8.946666667,15.64333333,0.296666667,0.0001,14.94
4,May,2021,7.09,26.48,67.25,15438,0.208,1.566,0.1,36644400,25.53548387,13.55483871,19.81290323,1.125806452,0.0001,14.82903226
4,June,2021,7.31,37.24,65.17,15519,0.173,1.563,0.1,37198300,32.75333333,19.40666667,27.08666667,0.0001,0.0001,14.49666667
4,July,2021,7.15,24.61,73.31,15748,0.148,1.651,0.106,37793700,33.78064516,22.63870968,28.72580645,0.012903226,0.0001,15.42258065
4,August,2021,7.5,36.12,71.26,14794,0.203,1.497,0.096,37009700,31.56129032,20.07096774,26.47419355,0.0001,0.0001,13.61612903
4,September,2021,7.04,23.94,76,15498,0.184,1.816,0.117,37623100,29.54666667,17.34333333,23.95333333,0.0001,0.0001,13.81333333
4,October,2021,7.09,31.78,66.14,14756,0.154,1.666,0.107,38296600,19.3,10.09032258,14.94193548,0.387096774,0.0001,12.51935484
4,November,2021,7.37,32.03,73.72,16734,0.186,1.816,0.117,38185700,10.60666667,2.933333333,6.993333333,1.906666667,0.151666667,9.58
4,December,2021,6.98,25.58,77.23,15962,0.161,1.725,0.111,39823800,7.064516129,-1.783870968,2.761290323,3.329032258,0.891935484,10.21290323
4,January,2022,6.75,32.63,64.37,31384,0.191,1.487,0.094,40783300,3.083870968,-4.848387097,-1.038709677,3.077419355,1.693548387,10.93870968
4,February,2022,7.09,34.3,83.28,28967,0.191,1.61,0.102,41079600,6.246428571,-3.017857143,1.810714286,2.957142857,0.6225,11.28928571
4,March,2022,7.24,23.41,59.76,23581,0.22,1.872,0.118,42910300,11.01290323,1.329032258,6.096774194,4.190322581,0.11516129,14.4516129
4,April,2022,7.3,21.24,73.21,27079,0.217,1.547,0.098,42167100,21.44666667,7.833333333,14.55,1.316666667,0.0001,16.69
4,May,2022,7.12,26.18,75.54,27111,0.257,1.569,0.099,44872400,23.29354839,10.64516129,17.49032258,0.809677419,0.0001,18.46129032
4,June,2022,6.81,38.75,63.6,27553,0.247,1.519,0.096,48815000,32.24333333,18.56,26.26,0.0001,0.0001,17.93333333
4,July,2022,7.02,25.48,70.34,28348,0.223,1.631,0.103,52793900,33.39677419,21.67419355,28,0.109677419,0.0001,15.97741935
4,August,2022,7,26.62,76.81,27793,0.259,1.473,0.093,54313200,30.96451613,20.01935484,25.95806452,0.006451613,0.0001,14.00645161
4,September,2022,6.82,37.3,71.74,27718,0.258,1.802,0.114,54222000,29.66333333,16.81,23.8,0.006666667,0.0001,14.21666667
4,October,2022,7.01,26.29,66.75,26537,0.224,1.678,0.106,54900900,22.8,11.93225806,17.62903226,0.222580645,0.0001,14.12580645
4,November,2022,6.8,32.8,71.9,29604,0.194,1.86,0.118,56326600,13.16666667,4.04,8.826666667,0.75,0.021,11.18333333
4,December,2022,6.94,28.54,68.57,26376,0.165,1.74,0.11,59112300,5.212903226,-3.932258065,0.703225806,1.751612903,0.905483871,10.04193548
5,January,2016,5.79,29.83,72.3,3556,0.447,2.821,0.288,1928805,3.109677419,-6.164516129,-1.474193548,1.951612903,0.53516129,8.680645161
5,February,2016,6.03,22.34,78.05,4104,0.395,3.176,0.324,1991518,7.131034483,-3.14137931,1.844827586,0.696551724,0.132758621,9.24137931
5,March,2016,5.76,18.11,66.05,3629,0.44,3.476,0.355,2087317,12.15483871,2.435483871,7.522580645,2.261290323,0.049677419,10.67096774
5,April,2016,5.93,22.95,68.92,3684,0.639,2.934,0.299,2098808,16.61666667,6.423333333,11.95666667,1.093333333,0.053666667,10.72
5,May,2016,6.08,22.24,78.06,3195,0.579,2.97,0.303,2255029,25.31612903,14.1516129,20.29677419,0.306451613,0.0001,13.86129032
5,June,2016,6.03,20.53,70.77,3653,0.488,2.873,0.293,2419479,29.74666667,18.55666667,24.76666667,0.033333333,0.0001,14.78333333
5,July,2016,5.83,28.44,76.44,3840,0.463,3.201,0.326,2552106,32.94516129,23.55806452,28.54516129,0.058064516,0.0001,13.67741935
5,August,2016,5.76,24.65,76.93,3418,0.554,2.856,0.291,2644846,31.26129032,21.32580645,26.66774194,0.009677419,0.0001,11.90322581
5,September,2016,5.62,20.81,80.33,3759,0.63,3.281,0.335,2736740,27.84666667,19.17333333,23.59333333,0.07,0.0001,11.49666667
5,October,2016,6.08,30.36,75.35,3461,0.56,3.224,0.329,2826583,20.0483871,12.12903226,16.10322581,0.132258065,0.0001,9.825806452
5,November,2016,5.9,32.2,70.65,3879,0.565,3.469,0.354,2923409,11.42,2.313333333,6.82,0.546666667,0.084,8.033333333
5,December,2016,5.52,30.91,82.82,4042,0.497,3.272,0.334,3011274,5.761290323,-4.167741935,1.122580645,2.65483871,0.381612903,8.774193548
5,January,2017,5.51,19.9,74.77,3539,0.411,2.734,0.275,3074942,5.296774194,-2.003225806,1.448387097,1.106451613,0.562258065,16.21935484
5,February,2017,5.91,25.87,70.26,3510,0.412,3.113,0.313,3174921,5.160714286,-1.475,1.617857143,1.114285714,0.625,15.41785714
5,March,2017,6.1,22.64,64.81,3255,0.459,3.444,0.346,3327646,11.26129032,4.170967742,7.612903226,1.806451613,0.04516129,16.92258065
5,April,2017,6.24,24.53,79.13,3242,0.372,3.094,0.311,3345965,18.76,10.05666667,14.50666667,1.4,0.0001,17.76333333
5,May,2017,6.12,32.36,64.98,3602,0.454,3.102,0.312,3595015,26.28709677,16.02258065,21.72580645,0.84516129,0.0001,18.82580645
5,June,2017,6,31.42,77.6,3203,0.453,3.106,0.312,3857186,31.61333333,20.93333333,26.84333333,0.003333333,0.0001,17.13
5,July,2017,5.63,26.92,74.22,3354,0.465,3.166,0.318,4068622,33.19032258,23.43225806,28.66451613,0.180645161,0.0001,16.74516129
5,August,2017,5.82,25.3,86.06,3693,0.506,3.034,0.305,4216471,32.00322581,22.47096774,27.64193548,0.0001,0.0001,15.58387097
5,September,2017,5.71,30.06,70.08,3885,0.497,3.43,0.345,4362970,28.59,19.52333333,24.42333333,0.006666667,0.0001,15.11333333
5,October,2017,5.94,25.84,64.81,3679,0.402,3.347,0.337,4506200,20.84516129,12.5,16.79354839,0.280645161,0.0001,16.18709677
5,November,2017,6.07,23.29,75.22,3779,0.515,3.44,0.346,4575300,14.19333333,6.703333333,10.44333333,0.173333333,0.002333333,14.38
5,December,2017,6.02,23.64,86.27,3654,0.44,3.374,0.339,4604900,10.20322581,1.816129032,5.616129032,0.332258065,0.018064516,13.01935484
5,January,2018,5.82,33.17,68.06,5038,0.384,2.823,0.284,4716400,6.764516129,-0.961290323,2.770967742,1.125806452,0.666129032,14.55806452
5,February,2018,5.67,27.06,66.51,4445,0.37,3.206,0.323,4971400,8.082142857,1.114285714,4.428571429,2.346428571,0.04,14.96071429
5,March,2018,6.09,26.51,78.6,3867,0.543,3.543,0.357,5288800,17.98709677,7.84516129,12.91290323,0.351612903,0.0001,19.69354839
5,April,2018,6.02,26.25,70.75,4477,0.481,3.051,0.307,4999300,17.20666667,9.093333333,13.27,1.826666667,0.0001,16.17
5,May,2018,5.96,23.26,78.73,4772,0.542,3.151,0.317,5385500,22,13.40645161,17.69032258,1.593548387,0.0001,15.52903226
5,June,2018,5.67,31.74,66.12,4522,0.486,3.039,0.306,5985900,30.52333333,20.81333333,25.88,0.25,0.0001,17.4
5,July,2018,5.8,22.66,71.09,4353,0.538,3.239,0.326,6550800,35.73870968,25.68064516,31.10967742,0.0001,0.0001,17.89032258
5,August,2018,5.81,20.32,79.78,4683,0.572,2.904,0.292,7028500,33.46451613,24.40967742,29.15806452,0.0001,0.0001,15.57419355
5,September,2018,5.45,23.24,76.64,4993,0.461,3.481,0.35,7698700,28.59,19.37666667,24.27666667,0.006666667,0.0001,14.28
5,October,2018,5.99,21.92,66.13,4197,0.521,3.335,0.336,8072800,19.97419355,11.78709677,15.94516129,1.048387097,0.0001,13.66774194
5,November,2018,5.71,30.81,78.05,4941,0.414,3.549,0.357,8283600,10.73666667,5.04,7.78,2.22,0.0001,11.40333333
5,December,2018,5.74,33.35,79.26,4480,0.334,3.331,0.335,9069800,8.625806452,1.948387097,4.883870968,1.535483871,0.101612903,15.00645161
5,January,2019,5.66,34.46,71.07,4517,0.21,3.042,0.306,9362800,5.848387097,-1.229032258,2.196774194,2.587096774,0.627741935,16.50967742
5,February,2019,5.94,29.73,67.9,4627,0.173,3.209,0.323,9298600,6.457142857,-0.632142857,2.667857143,1.060714286,0.3275,16.44285714
5,March,2019,5.85,21.28,62.38,4487,0.24,3.652,0.368,10268100,9.94516129,2.248387097,6.077419355,2.177419355,0.056451613,17.92580645
5,April,2019,5.9,18.55,71.58,4522,0.263,3.158,0.318,11396200,15.07,6.413333333,10.79333333,2.503333333,0.004666667,17.85333333
5,May,2019,5.73,24.22,75.58,4590,0.211,3.167,0.319,12284200,25.92258065,15.30967742,20.64193548,0.177419355,0.0001,17.58064516
5,June,2019,6,28.83,83.4,5138,0.192,3.139,0.316,13058100,32.01666667,22.30666667,27.50333333,0.0001,0.0001,17.22333333
5,July,2019,5.93,28.73,81.97,4731,0.217,3.329,0.335,12890200,35.10645161,26.08709677,30.83225806,0.0001,0.0001,17.74193548
5,August,2019,5.77,27.55,73.61,4539,0.266,3.047,0.307,12431000,32.80645161,23.35806452,28.52258065,0.0001,0.0001,15.16129032
